Unnamed: 0,Brand,Year,months,days,Qty,Rate,Amount
3146,63,2018,12,5,35,2200.0,77000.0
3147,46,2018,12,5,35,2460.0,86100.0
3148,39,2018,12,5,100,1840.0,184000.0
3149,41,2018,12,5,35,2500.0,87500.0
3150,8,2018,12,6,12,2900.0,34800.0
3151,59,2018,12,6,120,2050.0,246000.0
3152,57,2018,12,6,50,3350.0,167500.0
3153,53,2018,12,6,10,1840.0,18400.0
3154,46,2018,12,6,7,2460.0,17220.0
3155,63,2018,12,6,7,2200.0,15400.0
3156,59,2018,12,6,8,2050.0,16400.0
3157,8,2018,12,6,6,2900.0,17400.0
3158,53,2018,12,6,10,1840.0,18400.0
3159,59,2018,12,6,8,2050.0,16400.0
3160,46,2018,12,6,7,2460.0,17220.0
3161,59,2018,12,6,8,2050.0,16400.0
3162,57,2018,12,6,5,3350.0,16750.0
3163,46,2018,12,6,7,2460.0,17220.0
3164,8,2018,12,6,6,2900.0,17400.0
3165,59,2018,12,6,8,2050.0,16400.0
3166,46,2018,12,6,7,2460.0,17220.0
3167,8,2018,12,6,6,2900.0,17400.0
3168,59,2018,12,6,80,2050.0,164000.0
3169,46,2018,12,6,35,2460.0,86100.0
3170,57,2018,12,6,25,3350.0,83750.0
3171,59,2018,12,6,40,2050.0,82000.0
3172,46,2018,12,6,35,2460.0,86100.0
3173,53,2018,12,6,50,1800.0,90000.0
3174,59,2018,12,6,40,2050.0,82000.0
3175,46,2018,12,6,35,2460.0,86100.0
3176,59,2018,12,6,40,2050.0,82000.0
3177,46,2018,12,6,35,2460.0,86100.0
3178,59,2018,12,6,40,2050.0,82000.0
3179,57,2018,12,6,25,3350.0,83750.0
3180,46,2018,12,6,35,2460.0,86100.0
3181,53,2018,12,6,100,1840.0,184000.0
3182,22,2018,12,6,15,3400.0,51000.0
3183,8,2018,12,8,6,2900.0,17400.0
3184,59,2018,12,8,8,2050.0,16400.0
3185,59,2018,12,8,24,2050.0,49200.0
3186,46,2018,12,8,21,2460.0,51660.0
3187,8,2018,12,8,12,2900.0,34800.0
3188,11,2018,12,8,12,2950.0,35400.0
3189,57,2018,12,8,5,3350.0,16750.0
3190,53,2018,12,8,10,1840.0,18400.0
3191,59,2018,12,8,8,2050.0,16400.0
3192,8,2018,12,8,6,2900.0,17400.0
3193,59,2018,12,8,8,2050.0,16400.0
3194,34,2018,12,8,24,520.0,12480.0
3195,8,2018,12,8,6,2900.0,17400.0
3196,57,2018,12,8,5,3350.0,16750.0
3197,11,2018,12,8,6,2950.0,17700.0
3198,59,2018,12,8,8,2050.0,16400.0
3199,53,2018,12,8,10,1840.0,18400.0
3200,53,2018,12,8,100,1840.0,184000.0
3201,59,2018,12,8,80,2050.0,164000.0
3202,46,2018,12,8,70,2460.0,172200.0
3203,8,2018,12,8,6,2900.0,17400.0
3204,57,2018,12,8,10,3350.0,33500.0
3205,52,2018,12,8,10,3920.0,39200.0
3206,57,2018,12,8,10,3350.0,33500.0
3207,43,2018,12,8,20,4400.0,88000.0
3208,53,2018,12,8,50,1840.0,92000.0
3209,46,2018,12,9,7,2460.0,17220.0
3210,59,2018,12,9,8,2050.0,16400.0
3211,8,2018,12,9,6,2900.0,17400.0
3212,53,2018,12,9,10,1840.0,18400.0
3213,27,2018,12,9,7,2480.0,17360.0
3214,8,2018,12,9,6,2900.0,17400.0
3215,57,2018,12,9,5,3350.0,16750.0
3216,57,2018,12,9,5,3350.0,16750.0
3217,34,2018,12,9,24,520.0,12480.0
3218,43,2018,12,9,8,4400.0,35200.0
3219,11,2018,12,9,6,2950.0,17700.0
3220,53,2018,12,9,20,1840.0,36800.0
3221,57,2018,12,9,10,3350.0,33500.0
3222,53,2018,12,9,50,1800.0,90000.0
3223,46,2018,12,9,14,2460.0,34440.0
3224,57,2018,12,9,25,3350.0,83750.0
3225,43,2018,12,9,20,4400.0,88000.0
3226,46,2018,12,9,21,2460.0,51660.0
3227,53,2018,12,9,50,1840.0,92000.0
3228,53,2018,12,9,10,1840.0,18400.0
3229,57,2018,12,9,5,3350.0,16750.0
3230,8,2018,12,9,6,2900.0,17400.0
3231,41,2018,12,9,7,2500.0,17500.0
3232,53,2018,12,9,200,1800.0,360000.0
3233,74,2018,12,9,250,1820.0,455000.0
3234,59,2018,12,9,80,2050.0,164000.0
3235,46,2018,12,9,175,2460.0,430500.0
3236,57,2018,12,9,50,3350.0,167500.0
3237,43,2018,12,9,40,4400.0,176000.0
3238,66,2018,12,9,360,510.0,183600.0
3239,24,2018,12,9,25,3400.0,85000.0
3240,11,2018,12,9,78,2900.0,226200.0
3241,66,2018,12,10,120,520.0,62400.0
3242,74,2018,12,10,30,1840.0,55200.0
3243,24,2018,12,10,10,3400.0,34000.0
3244,11,2018,12,10,12,2950.0,35400.0
3245,43,2018,12,10,8,4400.0,35200.0
3246,46,2018,12,10,35,2460.0,86100.0
3247,66,2018,12,10,120,520.0,62400.0
3248,74,2018,12,10,50,1840.0,92000.0
3249,66,2018,12,10,120,520.0,62400.0
3250,74,2018,12,10,50,1840.0,92000.0
3251,43,2018,12,10,8,4400.0,35200.0
3252,66,2018,12,10,120,520.0,62400.0
3253,74,2018,12,10,50,1840.0,92000.0
3254,24,2018,12,10,15,3400.0,51000.0
3255,66,2018,12,10,72,520.0,37440.0
3256,74,2018,12,10,30,1840.0,55200.0
3257,53,2018,12,10,40,1800.0,72000.0
3258,66,2018,12,10,120,520.0,62400.0
3259,74,2018,12,10,50,1840.0,92000.0
3260,66,2018,12,10,120,520.0,62400.0
3261,74,2018,12,10,50,1840.0,92000.0
3262,66,2018,12,10,24,520.0,12480.0
3263,46,2018,12,10,14,2460.0,34440.0
3264,27,2018,12,10,14,2480.0,34720.0
3265,52,2018,12,10,10,3950.0,39500.0
3266,18,2018,12,10,8,4400.0,35200.0
3267,43,2018,12,10,4,4400.0,17600.0
3268,74,2018,12,10,50,1840.0,92000.0
3269,66,2018,12,10,24,520.0,12480.0
3270,43,2018,12,10,16,4400.0,70400.0
3271,66,2018,12,10,96,520.0,49920.0
3272,46,2018,12,10,28,2460.0,68880.0
3273,24,2018,12,10,15,3400.0,51000.0
3274,52,2018,12,10,15,3950.0,59250.0
3275,4,2018,12,10,18,2850.0,51300.0
3276,66,2018,12,10,120,520.0,62400.0
3277,74,2018,12,10,50,1840.0,92000.0
3278,53,2018,12,10,50,1840.0,92000.0
3279,74,2018,12,10,200,1840.0,368000.0
3280,66,2018,12,10,120,520.0,62400.0
3281,57,2018,12,10,25,3350.0,83750.0
3282,43,2018,12,10,40,4400.0,176000.0
3283,18,2018,12,10,4,4400.0,17600.0
3284,11,2018,12,10,6,2950.0,17700.0
3285,24,2018,12,10,5,3400.0,17000.0
3286,4,2018,12,10,6,2850.0,17100.0
3287,66,2018,12,10,72,520.0,37440.0
3288,74,2018,12,10,30,1840.0,55200.0
3289,46,2018,12,10,14,2460.0,34440.0
3290,24,2018,12,10,10,3400.0,34000.0
3291,66,2018,12,10,96,520.0,49920.0
3292,74,2018,12,10,40,1840.0,73600.0
3293,24,2018,12,10,10,3400.0,34000.0
3294,66,2018,12,10,48,520.0,24960.0
3295,59,2018,12,10,8,2050.0,16400.0
3296,74,2018,12,10,10,1840.0,18400.0
3297,66,2018,12,10,360,520.0,187200.0
3298,59,2018,12,10,40,2050.0,82000.0
3299,57,2018,12,10,10,3350.0,33500.0
3300,59,2018,12,11,40,2050.0,82000.0
3301,74,2018,12,11,50,1840.0,92000.0
3302,53,2018,12,11,50,1840.0,92000.0
3303,46,2018,12,11,70,2460.0,172200.0
3304,57,2018,12,11,25,3350.0,83750.0
3305,43,2018,12,11,20,4400.0,88000.0
3306,24,2018,12,11,25,3400.0,85000.0
3307,66,2018,12,11,240,520.0,124800.0
3308,52,2018,12,11,15,3900.0,58500.0
3309,11,2018,12,11,30,2950.0,88500.0
3310,66,2018,12,11,120,520.0,62400.0
3311,74,2018,12,11,50,1840.0,92000.0
3312,43,2018,12,11,4,4400.0,17600.0
3313,66,2018,12,11,24,520.0,12480.0
3314,74,2018,12,11,10,1840.0,18400.0
3315,4,2018,12,11,6,2850.0,17100.0
3316,11,2018,12,11,6,2950.0,17700.0
3317,74,2018,12,11,50,1840.0,92000.0
3318,53,2018,12,11,50,1820.0,91000.0
3319,43,2018,12,11,20,4400.0,88000.0
3320,53,2018,12,11,50,1800.0,90000.0
3321,66,2018,12,11,120,520.0,62400.0
3322,18,2018,12,11,4,4400.0,17600.0
3323,65,2018,12,11,50,1840.0,92000.0
3324,10,2018,12,11,35,2460.0,86100.0
3325,43,2018,12,11,12,4400.0,52800.0
3326,11,2018,12,11,18,2950.0,53100.0
3327,24,2018,12,11,15,3400.0,51000.0
3328,52,2018,12,11,10,3900.0,39000.0
3329,53,2018,12,11,100,1820.0,182000.0
3330,74,2018,12,11,100,1840.0,184000.0
3331,46,2018,12,11,56,2050.0,114800.0
3332,59,2018,12,11,64,2050.0,131200.0
3333,65,2018,12,11,40,1840.0,73600.0
3334,76,2018,12,11,100,1540.0,154000.0
3335,21,2018,12,11,40,1800.0,72000.0
3336,46,2018,12,11,35,2460.0,86100.0
3337,53,2018,12,11,80,1800.0,144000.0
3338,74,2018,12,11,40,1840.0,73600.0
3339,65,2018,12,11,40,1840.0,73600.0
3340,46,2018,12,11,56,2460.0,137760.0
3341,10,2018,12,11,56,2460.0,137760.0
3342,52,2018,12,11,40,3950.0,158000.0
3343,76,2018,12,11,50,1540.0,77000.0
3344,46,2018,12,11,40,2050.0,82000.0
3345,74,2018,12,11,100,1840.0,184000.0
3346,66,2018,12,11,240,520.0,124800.0
3347,11,2018,12,11,60,2950.0,177000.0
3348,53,2018,12,11,150,1800.0,270000.0
3349,65,2018,12,11,80,1840.0,147200.0
3350,46,2018,12,11,105,2460.0,258300.0
3351,76,2018,12,11,100,1540.0,154000.0
3352,52,2018,12,11,50,3950.0,197500.0
3353,46,2018,12,11,64,2050.0,131200.0
3354,10,2018,12,11,140,2460.0,344400.0
3355,24,2018,12,11,50,3400.0,170000.0
3356,65,2018,12,12,10,1840.0,18400.0
3357,76,2018,12,12,10,1540.0,15400.0
3358,46,2018,12,12,35,2460.0,86100.0
3359,46,2018,12,12,40,2050.0,82000.0
3360,76,2018,12,12,50,1540.0,77000.0
3361,65,2018,12,12,50,1840.0,92000.0
3362,10,2018,12,12,70,2460.0,172200.0
3363,65,2018,12,12,50,1840.0,92000.0
3364,46,2018,12,12,40,2050.0,82000.0
3365,76,2018,12,12,50,1540.0,77000.0
3366,76,2018,12,12,100,1540.0,154000.0
3367,46,2018,12,12,40,2050.0,82000.0
3368,10,2018,12,12,21,2460.0,51660.0
3369,76,2018,12,12,100,1540.0,154000.0
3370,46,2018,12,12,40,2050.0,82000.0
3371,76,2018,12,12,50,1540.0,77000.0
3372,65,2018,12,12,50,1840.0,92000.0
3373,10,2018,12,12,21,2460.0,51660.0
3374,24,2018,12,12,10,3400.0,34000.0
3375,46,2018,12,12,40,2050.0,82000.0
3376,76,2018,12,12,100,1540.0,154000.0
3377,10,2018,12,12,70,2460.0,172200.0
3378,46,2018,12,12,40,2050.0,82000.0
3379,27,2018,12,12,7,2480.0,17360.0
3380,57,2018,12,12,5,3350.0,16750.0
3381,46,2018,12,12,7,2460.0,17220.0
3382,18,2018,12,12,4,4400.0,17600.0
3383,22,2018,12,12,5,3400.0,17000.0
3384,11,2018,12,12,6,2950.0,17700.0
3385,66,2018,12,12,24,520.0,12480.0
3386,65,2018,12,12,10,1840.0,18400.0
3387,10,2018,12,12,7,2460.0,17220.0
3388,46,2018,12,12,8,2050.0,16400.0
3389,74,2018,12,12,10,1840.0,18400.0
3390,21,2018,12,12,8,1820.0,14560.0
3391,74,2018,12,12,10,1840.0,18400.0
3392,76,2018,12,12,10,1540.0,15400.0
3393,59,2018,12,12,8,2050.0,16400.0
3394,10,2018,12,12,7,2460.0,17220.0
3395,53,2018,12,12,30,1800.0,54000.0
3396,74,2018,12,12,30,1840.0,55200.0
3397,10,2018,12,12,21,2460.0,51660.0
3398,57,2018,12,12,15,3350.0,50250.0
3399,9,2018,12,12,12,2900.0,34800.0
3400,46,2018,12,12,24,2050.0,49200.0
3401,65,2018,12,12,30,1840.0,55200.0
3402,10,2018,12,12,21,2460.0,51660.0
3403,46,2018,12,12,21,2460.0,51660.0
3404,57,2018,12,12,15,3350.0,50250.0
3405,74,2018,12,12,30,1840.0,55200.0
3406,27,2018,12,12,14,2480.0,34720.0
3407,76,2018,12,12,30,1540.0,46200.0
3408,66,2018,12,12,120,520.0,62400.0
3409,76,2018,12,12,50,1540.0,77000.0
3410,65,2018,12,12,50,1840.0,92000.0
3411,10,2018,12,12,35,2460.0,86100.0
3412,46,2018,12,12,40,2050.0,82000.0
3413,65,2018,12,12,20,1840.0,36800.0
3414,46,2018,12,12,16,2050.0,32800.0
3415,10,2018,12,12,14,2460.0,34440.0
3416,46,2018,12,12,14,2460.0,34440.0
3417,43,2018,12,12,4,4400.0,17600.0
3418,11,2018,12,12,12,2950.0,35400.0
3419,76,2018,12,12,50,1540.0,77000.0
3420,65,2018,12,12,150,1840.0,276000.0
3421,46,2018,12,12,14,2460.0,34440.0
3422,46,2018,12,12,24,2050.0,49200.0
3423,76,2018,12,12,100,1540.0,154000.0
3424,18,2018,12,12,8,4400.0,35200.0
3425,24,2018,12,12,25,3400.0,85000.0
3426,11,2018,12,12,30,2950.0,88500.0
3427,10,2018,12,12,35,2460.0,86100.0
3428,76,2018,12,12,100,1540.0,154000.0
3429,10,2018,12,12,35,2460.0,86100.0
3430,24,2018,12,12,25,3400.0,85000.0
3431,53,2018,12,12,50,1800.0,90000.0
3432,65,2018,12,12,50,1840.0,92000.0
3433,66,2018,12,12,120,520.0,62400.0
3434,76,2018,12,12,50,1540.0,77000.0
3435,18,2018,12,12,4,4400.0,17600.0
3436,22,2018,12,12,5,3400.0,17000.0
3437,10,2018,12,12,14,2460.0,34440.0
3438,43,2018,12,12,8,4400.0,35200.0
3439,76,2018,12,12,50,1540.0,77000.0
3440,53,2018,12,12,40,1800.0,72000.0
3441,74,2018,12,12,20,1840.0,36800.0
3442,11,2018,12,12,12,2950.0,35400.0
3443,24,2018,12,12,10,3400.0,34000.0
3444,10,2018,12,12,14,2460.0,34440.0
3445,66,2018,12,12,48,520.0,24960.0
3446,76,2018,12,12,100,1540.0,154000.0
3447,10,2018,12,12,70,2460.0,172200.0
3448,65,2018,12,12,100,1840.0,184000.0
3449,76,2018,12,12,50,1540.0,77000.0
3450,76,2018,12,12,100,1540.0,154000.0
3451,74,2018,12,12,50,1840.0,92000.0
3452,53,2018,12,12,50,1820.0,91000.0
3453,46,2018,12,12,40,2050.0,82000.0
3454,24,2018,12,12,15,3400.0,51000.0
3455,52,2018,12,12,10,3950.0,39500.0
3456,76,2018,12,12,100,1540.0,154000.0
3457,65,2018,12,12,50,1840.0,92000.0
3458,74,2018,12,12,20,1840.0,36800.0
3459,65,2018,12,12,10,1840.0,18400.0
3460,18,2018,12,12,4,4400.0,17600.0
3461,76,2018,12,12,20,1540.0,30800.0
3462,76,2018,12,12,20,1540.0,30800.0
3463,66,2018,12,12,24,520.0,12480.0
3464,10,2018,12,12,35,2460.0,86100.0
3465,11,2018,12,12,12,2950.0,35400.0
3466,46,2018,12,12,35,2460.0,86100.0
3467,46,2018,12,12,80,2050.0,164000.0
3468,65,2018,12,12,100,1840.0,184000.0
3469,74,2018,12,12,50,1840.0,92000.0
3470,76,2018,12,12,100,1540.0,154000.0
3471,18,2018,12,12,12,4400.0,52800.0
3472,43,2018,12,12,12,4400.0,52800.0
3473,22,2018,12,12,10,3400.0,34000.0
3474,74,2018,12,13,20,1840.0,36800.0
3475,39,2018,12,13,20,1840.0,36800.0
3476,65,2018,12,13,20,1840.0,36800.0
3477,74,2018,12,13,10,1840.0,18400.0
3478,65,2018,12,13,10,1840.0,18400.0
3479,10,2018,12,13,7,2460.0,17220.0
3480,21,2018,12,13,8,1820.0,14560.0
3481,76,2018,12,13,10,1540.0,15400.0
3482,76,2018,12,13,100,1540.0,154000.0
3483,4,2018,12,13,90,2850.0,256500.0
3484,65,2018,12,13,100,1840.0,184000.0
3485,66,2018,12,13,360,520.0,187200.0
3486,74,2018,12,13,100,1840.0,184000.0
3487,10,2018,12,13,175,2460.0,430500.0
3488,24,2018,12,13,50,3400.0,170000.0
3489,39,2018,12,13,120,1840.0,220800.0
3490,63,2018,12,13,91,2200.0,200200.0
3491,41,2018,12,13,70,2500.0,175000.0
3492,76,2018,12,13,200,1540.0,308000.0
3493,65,2018,12,13,150,1840.0,276000.0
3494,66,2018,12,13,480,520.0,249600.0
3495,74,2018,12,13,150,1840.0,276000.0
3496,10,2018,12,13,175,2460.0,430500.0
3497,39,2018,12,13,100,1840.0,184000.0
3498,41,2018,12,13,70,2500.0,175000.0
3499,4,2018,12,13,60,2850.0,171000.0
3500,63,2018,12,13,35,2200.0,77000.0
3501,8,2018,12,13,6,2900.0,17400.0
3502,11,2018,12,13,6,2950.0,17700.0
3503,46,2018,12,13,7,2460.0,17220.0
3504,46,2018,12,13,8,2050.0,16400.0
3505,39,2018,12,13,150,1840.0,276000.0
3506,39,2018,12,13,50,1840.0,92000.0
3507,39,2018,12,13,50,1840.0,92000.0
3508,41,2018,12,13,21,2500.0,52500.0
3509,4,2018,12,13,12,2850.0,34200.0
3510,39,2018,12,13,50,1840.0,92000.0
3511,41,2018,12,13,21,2500.0,52500.0
3512,4,2018,12,13,12,2850.0,34200.0
3513,39,2018,12,13,50,1840.0,92000.0
3514,39,2018,12,13,50,1840.0,92000.0
3515,46,2018,12,13,35,2460.0,86100.0
3516,41,2018,12,13,21,2500.0,52500.0
3517,4,2018,12,13,12,2850.0,34200.0
3518,10,2018,12,13,7,2460.0,17220.0
3519,46,2018,12,13,7,2460.0,17220.0
3520,11,2018,12,13,6,2950.0,17700.0
3521,63,2018,12,13,14,2200.0,30800.0
3522,39,2018,12,13,50,1840.0,92000.0
3523,39,2018,12,13,50,1840.0,92000.0
3524,76,2018,12,13,200,1540.0,308000.0
3525,39,2018,12,13,100,1840.0,184000.0
3526,10,2018,12,13,70,2460.0,172200.0
3527,39,2018,12,13,50,1840.0,92000.0
3528,63,2018,12,13,35,2200.0,77000.0
3529,46,2018,12,13,35,2460.0,86100.0
3530,43,2018,12,13,8,4400.0,35200.0
3531,18,2018,12,13,8,4400.0,35200.0
3532,76,2018,12,13,20,1540.0,30800.0
3533,39,2018,12,13,20,1840.0,36800.0
3534,11,2018,12,13,6,2950.0,17700.0
3535,65,2018,12,13,10,1840.0,18400.0
3536,41,2018,12,13,7,2500.0,17500.0
3537,63,2018,12,13,35,2200.0,77000.0
3538,39,2018,12,13,30,1840.0,55200.0
3539,63,2018,12,13,21,2200.0,46200.0
3540,41,2018,12,13,21,2500.0,52500.0
3541,63,2018,12,13,14,2200.0,30800.0
3542,39,2018,12,13,10,1840.0,18400.0
3543,41,2018,12,13,7,2500.0,17500.0
3544,43,2018,12,13,4,4400.0,17600.0
3545,18,2018,12,13,4,4400.0,17600.0
3546,63,2018,12,13,35,2200.0,77000.0
3547,39,2018,12,13,20,1840.0,36800.0
3548,63,2018,12,13,21,2200.0,46200.0
3549,39,2018,12,13,20,1840.0,36800.0
3550,53,2018,12,13,10,1820.0,18200.0
3551,66,2018,12,13,24,520.0,12480.0
3552,76,2018,12,13,10,1540.0,15400.0
3553,41,2018,12,13,7,2500.0,17500.0
3554,66,2018,12,13,24,520.0,12480.0
3555,76,2018,12,13,40,1540.0,61600.0
3556,65,2018,12,13,40,1840.0,73600.0
3557,39,2018,12,13,40,1840.0,73600.0
3558,4,2018,12,13,24,2850.0,68400.0
3559,46,2018,12,13,28,2460.0,68880.0
3560,76,2018,12,13,40,1540.0,61600.0
3561,63,2018,12,13,28,2200.0,61600.0
3562,10,2018,12,13,28,2460.0,68880.0
3563,39,2018,12,13,40,1840.0,73600.0
3564,65,2018,12,13,40,1840.0,73600.0
3565,76,2018,12,13,30,1540.0,46200.0
3566,39,2018,12,13,20,1840.0,36800.0
3567,10,2018,12,13,21,2460.0,51660.0
3568,46,2018,12,13,21,2460.0,51660.0
3569,63,2018,12,13,28,2200.0,61600.0
3570,41,2018,12,13,21,2500.0,52500.0
3571,39,2018,12,13,30,1840.0,55200.0
3572,63,2018,12,13,21,2200.0,46200.0
3573,41,2018,12,13,21,2500.0,52500.0
3574,65,2018,12,13,30,1840.0,55200.0
3575,39,2018,12,13,40,1840.0,73600.0
3576,63,2018,12,13,35,2200.0,77000.0
3577,41,2018,12,13,35,2500.0,87500.0
3578,4,2018,12,13,30,2850.0,85500.0
3579,53,2018,12,13,200,1800.0,360000.0
3580,46,2018,12,13,35,2460.0,86100.0
3581,41,2018,12,13,35,2500.0,87500.0
3582,63,2018,12,13,35,2200.0,77000.0
3583,41,2018,12,13,35,2500.0,87500.0
3584,63,2018,12,13,70,2200.0,154000.0
3585,39,2018,12,13,50,1840.0,92000.0
3586,76,2018,12,13,50,1540.0,77000.0
3587,43,2018,12,13,4,4400.0,17600.0
3588,18,2018,12,13,4,4400.0,17600.0
3589,63,2018,12,13,21,2200.0,46200.0
3590,41,2018,12,13,21,2500.0,52500.0
3591,10,2018,12,13,14,2460.0,34440.0
3592,46,2018,12,13,21,2460.0,51660.0
3593,53,2018,12,13,30,1840.0,55200.0
3594,65,2018,12,13,20,1840.0,36800.0
3595,76,2018,12,13,30,1540.0,46200.0
3596,63,2018,12,13,35,2200.0,77000.0
3597,41,2018,12,13,35,2500.0,87500.0
3598,63,2018,12,13,35,2200.0,77000.0
3599,39,2018,12,13,10,1840.0,18400.0
3600,11,2018,12,13,12,2950.0,35400.0
3601,63,2018,12,13,35,2200.0,77000.0
3602,11,2018,12,13,6,2950.0,17700.0
3603,57,2018,12,13,5,3350.0,16750.0
3604,63,2018,12,13,28,2200.0,61600.0
3605,53,2018,12,13,30,1840.0,55200.0
3606,53,2018,12,13,20,1840.0,36800.0
3607,63,2018,12,13,35,2200.0,77000.0
3608,46,2018,12,13,8,2050.0,16400.0
3609,63,2018,12,13,70,2200.0,154000.0
3610,10,2018,12,13,7,2460.0,17220.0
3611,41,2018,12,13,7,2500.0,17500.0
3612,41,2018,12,13,280,2500.0,700000.0
3613,65,2018,12,13,10,1840.0,18400.0
3614,10,2018,12,13,49,2460.0,120540.0
3615,1,2018,12,13,40,1840.0,73600.0
3616,63,2018,12,13,280,2200.0,616000.0
3617,66,2018,12,13,240,520.0,124800.0
3618,74,2018,12,13,40,1840.0,73600.0
3619,74,2018,12,13,10,1840.0,18400.0
3620,74,2018,12,13,20,1840.0,36800.0
3621,76,2018,12,13,120,1540.0,184800.0
3622,39,2018,12,13,70,1840.0,128800.0
3623,65,2018,12,13,50,1840.0,92000.0
3624,63,2018,12,13,49,2200.0,107800.0
3625,41,2018,12,13,56,2500.0,140000.0
3626,11,2018,12,13,18,2950.0,53100.0
3627,46,2018,12,17,70,2460.0,172200.0
3628,53,2018,12,17,10,1840.0,18400.0
3629,21,2018,12,17,8,1820.0,14560.0
3630,76,2018,12,17,10,1540.0,15400.0
3631,52,2018,12,17,5,3920.0,19600.0
3632,22,2018,12,17,5,3400.0,17000.0
3633,53,2018,12,17,10,1800.0,18000.0
3634,46,2018,12,17,7,2460.0,17220.0
3635,53,2018,12,17,10,1800.0,18000.0
3636,52,2018,12,17,5,3950.0,19750.0
3637,43,2018,12,17,4,4400.0,17600.0
3638,18,2018,12,17,4,4400.0,17600.0
3639,57,2018,12,17,5,3350.0,16750.0
3640,8,2018,12,17,6,2900.0,17400.0
3641,53,2018,12,17,50,1840.0,92000.0
3642,41,2018,12,17,35,2500.0,87500.0
3643,10,2018,12,17,35,2460.0,86100.0
3644,43,2018,12,17,8,4400.0,35200.0
3645,52,2018,12,17,10,3950.0,39500.0
3646,24,2018,12,17,10,3400.0,34000.0
3647,11,2018,12,17,12,2950.0,35400.0
3648,74,2018,12,17,40,1840.0,73600.0
3649,53,2018,12,17,40,1840.0,73600.0
3650,59,2018,12,17,16,2050.0,32800.0
3651,22,2018,12,17,5,3400.0,17000.0
3652,52,2018,12,17,15,3950.0,59250.0
3653,41,2018,12,17,21,2500.0,52500.0
3654,43,2018,12,17,8,4400.0,35200.0
3655,4,2018,12,17,12,2850.0,34200.0
3656,74,2018,12,18,50,1840.0,92000.0
3657,59,2018,12,18,40,2050.0,82000.0
3658,74,2018,12,18,30,1840.0,55200.0
3659,59,2018,12,18,24,2050.0,49200.0
3660,11,2018,12,18,12,2950.0,35400.0
3661,66,2018,12,18,48,520.0,24960.0
3662,74,2018,12,18,50,1840.0,92000.0
3663,59,2018,12,18,40,2050.0,82000.0
3664,74,2018,12,18,20,1840.0,36800.0
3665,59,2018,12,18,40,2050.0,82000.0
3666,74,2018,12,18,50,1840.0,92000.0
3667,53,2018,12,18,10,1840.0,18400.0
3668,74,2018,12,18,10,1840.0,18400.0
3669,59,2018,12,18,8,2050.0,16400.0
3670,46,2018,12,18,14,2460.0,34440.0
3671,52,2018,12,18,5,3950.0,19750.0
3672,43,2018,12,18,4,4400.0,17600.0
3673,46,2018,12,18,8,2150.0,17200.0
3674,66,2018,12,18,120,520.0,62400.0
3675,74,2018,12,18,50,1840.0,92000.0
3676,59,2018,12,18,40,2050.0,82000.0
3677,41,2018,12,18,14,2500.0,35000.0
3678,41,2018,12,18,14,2500.0,35000.0
3679,53,2018,12,18,200,1800.0,360000.0
3680,74,2018,12,18,30,1840.0,55200.0
3681,46,2018,12,18,14,2460.0,34440.0
3682,59,2018,12,18,80,2050.0,164000.0
3683,46,2018,12,18,7,2460.0,17220.0
3684,41,2018,12,18,35,2500.0,87500.0
3685,4,2018,12,18,30,2850.0,85500.0
3686,53,2018,12,18,50,1800.0,90000.0
3687,74,2018,12,18,50,1840.0,92000.0
3688,10,2018,12,18,35,2460.0,86100.0
3689,74,2018,12,18,40,1840.0,73600.0
3690,59,2018,12,18,24,2050.0,49200.0
3691,10,2018,12,18,14,2460.0,34440.0
3692,4,2018,12,18,12,2850.0,34200.0
3693,59,2018,12,18,16,2050.0,32800.0
3694,10,2018,12,18,14,2460.0,34440.0
3695,74,2018,12,18,100,1840.0,184000.0
3696,53,2018,12,18,50,1800.0,90000.0
3697,59,2018,12,18,56,2050.0,114800.0
3698,46,2018,12,18,28,2460.0,68880.0
3699,10,2018,12,18,28,2460.0,68880.0
3700,74,2018,12,18,20,1840.0,36800.0
3701,59,2018,12,18,8,2050.0,16400.0
3702,74,2018,12,18,100,1840.0,184000.0
3703,46,2018,12,19,35,2460.0,86100.0
3704,74,2018,12,19,50,1840.0,92000.0
3705,76,2018,12,19,10,1540.0,15400.0
3706,74,2018,12,19,150,1840.0,276000.0
3707,43,2018,12,19,12,4400.0,52800.0
3708,66,2018,12,19,240,520.0,124800.0
3709,74,2018,12,19,100,1840.0,184000.0
3710,59,2018,12,19,80,2050.0,164000.0
3711,74,2018,12,20,200,1840.0,368000.0
3712,17,2018,12,20,70,2460.0,172200.0
3713,66,2018,12,20,240,520.0,124800.0
3714,76,2018,12,20,30,1540.0,46200.0
3715,24,2018,12,20,50,3400.0,170000.0
3716,59,2018,12,20,160,2050.0,328000.0
3717,10,2018,12,20,105,2460.0,258300.0
3718,48,2018,12,20,70,2460.0,172200.0
3719,76,2018,12,20,70,1540.0,107800.0
3720,42,2018,12,20,50,3550.0,177500.0
3721,8,2018,12,20,48,2900.0,139200.0
3722,57,2018,12,20,25,3350.0,83750.0
3723,24,2018,12,20,75,3400.0,255000.0
3724,52,2018,12,20,100,3950.0,395000.0
3725,48,2018,12,20,210,2460.0,516600.0
3726,76,2018,12,20,500,1540.0,770000.0
3727,57,2018,12,20,50,3350.0,167500.0
3728,17,2018,12,20,98,2460.0,241080.0
