Brand,Year,months,days,Qty,Rate,Amount
46,2018,12,11,105,2460.0,258300.0
76,2018,12,11,100,1540.0,154000.0
52,2018,12,11,50,3950.0,197500.0
46,2018,12,11,64,2050.0,131200.0
10,2018,12,11,140,2460.0,344400.0
24,2018,12,11,50,3400.0,170000.0
65,2018,12,12,10,1840.0,18400.0
76,2018,12,12,10,1540.0,15400.0
46,2018,12,12,35,2460.0,86100.0
46,2018,12,12,40,2050.0,82000.0
76,2018,12,12,50,1540.0,77000.0
65,2018,12,12,50,1840.0,92000.0
10,2018,12,12,70,2460.0,172200.0
65,2018,12,12,50,1840.0,92000.0
46,2018,12,12,40,2050.0,82000.0
76,2018,12,12,50,1540.0,77000.0
76,2018,12,12,100,1540.0,154000.0
46,2018,12,12,40,2050.0,82000.0
10,2018,12,12,21,2460.0,51660.0
76,2018,12,12,100,1540.0,154000.0
46,2018,12,12,40,2050.0,82000.0
76,2018,12,12,50,1540.0,77000.0
65,2018,12,12,50,1840.0,92000.0
10,2018,12,12,21,2460.0,51660.0
24,2018,12,12,10,3400.0,34000.0
46,2018,12,12,40,2050.0,82000.0
76,2018,12,12,100,1540.0,154000.0
10,2018,12,12,70,2460.0,172200.0
46,2018,12,12,40,2050.0,82000.0
27,2018,12,12,7,2480.0,17360.0
57,2018,12,12,5,3350.0,16750.0
46,2018,12,12,7,2460.0,17220.0
18,2018,12,12,4,4400.0,17600.0
22,2018,12,12,5,3400.0,17000.0
11,2018,12,12,6,2950.0,17700.0
66,2018,12,12,24,520.0,12480.0
65,2018,12,12,10,1840.0,18400.0
10,2018,12,12,7,2460.0,17220.0
46,2018,12,12,8,2050.0,16400.0
74,2018,12,12,10,1840.0,18400.0
21,2018,12,12,8,1820.0,14560.0
74,2018,12,12,10,1840.0,18400.0
76,2018,12,12,10,1540.0,15400.0
59,2018,12,12,8,2050.0,16400.0
10,2018,12,12,7,2460.0,17220.0
53,2018,12,12,30,1800.0,54000.0
74,2018,12,12,30,1840.0,55200.0
10,2018,12,12,21,2460.0,51660.0
57,2018,12,12,15,3350.0,50250.0
9,2018,12,12,12,2900.0,34800.0
46,2018,12,12,24,2050.0,49200.0
65,2018,12,12,30,1840.0,55200.0
10,2018,12,12,21,2460.0,51660.0
46,2018,12,12,21,2460.0,51660.0
57,2018,12,12,15,3350.0,50250.0
74,2018,12,12,30,1840.0,55200.0
27,2018,12,12,14,2480.0,34720.0
76,2018,12,12,30,1540.0,46200.0
66,2018,12,12,120,520.0,62400.0
76,2018,12,12,50,1540.0,77000.0
65,2018,12,12,50,1840.0,92000.0
10,2018,12,12,35,2460.0,86100.0
46,2018,12,12,40,2050.0,82000.0
65,2018,12,12,20,1840.0,36800.0
46,2018,12,12,16,2050.0,32800.0
10,2018,12,12,14,2460.0,34440.0
46,2018,12,12,14,2460.0,34440.0
43,2018,12,12,4,4400.0,17600.0
11,2018,12,12,12,2950.0,35400.0
76,2018,12,12,50,1540.0,77000.0
65,2018,12,12,150,1840.0,276000.0
46,2018,12,12,14,2460.0,34440.0
46,2018,12,12,24,2050.0,49200.0
76,2018,12,12,100,1540.0,154000.0
18,2018,12,12,8,4400.0,35200.0
24,2018,12,12,25,3400.0,85000.0
11,2018,12,12,30,2950.0,88500.0
10,2018,12,12,35,2460.0,86100.0
76,2018,12,12,100,1540.0,154000.0
10,2018,12,12,35,2460.0,86100.0
24,2018,12,12,25,3400.0,85000.0
53,2018,12,12,50,1800.0,90000.0
65,2018,12,12,50,1840.0,92000.0
66,2018,12,12,120,520.0,62400.0
76,2018,12,12,50,1540.0,77000.0
18,2018,12,12,4,4400.0,17600.0
22,2018,12,12,5,3400.0,17000.0
10,2018,12,12,14,2460.0,34440.0
43,2018,12,12,8,4400.0,35200.0
76,2018,12,12,50,1540.0,77000.0
53,2018,12,12,40,1800.0,72000.0
74,2018,12,12,20,1840.0,36800.0
11,2018,12,12,12,2950.0,35400.0
24,2018,12,12,10,3400.0,34000.0
10,2018,12,12,14,2460.0,34440.0
66,2018,12,12,48,520.0,24960.0
76,2018,12,12,100,1540.0,154000.0
10,2018,12,12,70,2460.0,172200.0
65,2018,12,12,100,1840.0,184000.0
76,2018,12,12,50,1540.0,77000.0
76,2018,12,12,100,1540.0,154000.0
74,2018,12,12,50,1840.0,92000.0
53,2018,12,12,50,1820.0,91000.0
46,2018,12,12,40,2050.0,82000.0
24,2018,12,12,15,3400.0,51000.0
52,2018,12,12,10,3950.0,39500.0
76,2018,12,12,100,1540.0,154000.0
65,2018,12,12,50,1840.0,92000.0
74,2018,12,12,20,1840.0,36800.0
65,2018,12,12,10,1840.0,18400.0
18,2018,12,12,4,4400.0,17600.0
76,2018,12,12,20,1540.0,30800.0
76,2018,12,12,20,1540.0,30800.0
66,2018,12,12,24,520.0,12480.0
10,2018,12,12,35,2460.0,86100.0
11,2018,12,12,12,2950.0,35400.0
46,2018,12,12,35,2460.0,86100.0
46,2018,12,12,80,2050.0,164000.0
65,2018,12,12,100,1840.0,184000.0
74,2018,12,12,50,1840.0,92000.0
76,2018,12,12,100,1540.0,154000.0
18,2018,12,12,12,4400.0,52800.0
43,2018,12,12,12,4400.0,52800.0
22,2018,12,12,10,3400.0,34000.0
74,2018,12,13,20,1840.0,36800.0
39,2018,12,13,20,1840.0,36800.0
65,2018,12,13,20,1840.0,36800.0
74,2018,12,13,10,1840.0,18400.0
65,2018,12,13,10,1840.0,18400.0
10,2018,12,13,7,2460.0,17220.0
21,2018,12,13,8,1820.0,14560.0
76,2018,12,13,10,1540.0,15400.0
76,2018,12,13,100,1540.0,154000.0
4,2018,12,13,90,2850.0,256500.0
65,2018,12,13,100,1840.0,184000.0
66,2018,12,13,360,520.0,187200.0
74,2018,12,13,100,1840.0,184000.0
10,2018,12,13,175,2460.0,430500.0
24,2018,12,13,50,3400.0,170000.0
39,2018,12,13,120,1840.0,220800.0
63,2018,12,13,91,2200.0,200200.0
41,2018,12,13,70,2500.0,175000.0
76,2018,12,13,200,1540.0,308000.0
65,2018,12,13,150,1840.0,276000.0
66,2018,12,13,480,520.0,249600.0
74,2018,12,13,150,1840.0,276000.0
10,2018,12,13,175,2460.0,430500.0
39,2018,12,13,100,1840.0,184000.0
41,2018,12,13,70,2500.0,175000.0
4,2018,12,13,60,2850.0,171000.0
63,2018,12,13,35,2200.0,77000.0
8,2018,12,13,6,2900.0,17400.0
11,2018,12,13,6,2950.0,17700.0
46,2018,12,13,7,2460.0,17220.0
46,2018,12,13,8,2050.0,16400.0
39,2018,12,13,150,1840.0,276000.0
39,2018,12,13,50,1840.0,92000.0
39,2018,12,13,50,1840.0,92000.0
41,2018,12,13,21,2500.0,52500.0
4,2018,12,13,12,2850.0,34200.0
39,2018,12,13,50,1840.0,92000.0
41,2018,12,13,21,2500.0,52500.0
4,2018,12,13,12,2850.0,34200.0
39,2018,12,13,50,1840.0,92000.0
39,2018,12,13,50,1840.0,92000.0
46,2018,12,13,35,2460.0,86100.0
41,2018,12,13,21,2500.0,52500.0
4,2018,12,13,12,2850.0,34200.0
10,2018,12,13,7,2460.0,17220.0
46,2018,12,13,7,2460.0,17220.0
11,2018,12,13,6,2950.0,17700.0
63,2018,12,13,14,2200.0,30800.0
39,2018,12,13,50,1840.0,92000.0
39,2018,12,13,50,1840.0,92000.0
76,2018,12,13,200,1540.0,308000.0
39,2018,12,13,100,1840.0,184000.0
10,2018,12,13,70,2460.0,172200.0
39,2018,12,13,50,1840.0,92000.0
63,2018,12,13,35,2200.0,77000.0
46,2018,12,13,35,2460.0,86100.0
43,2018,12,13,8,4400.0,35200.0
18,2018,12,13,8,4400.0,35200.0
76,2018,12,13,20,1540.0,30800.0
39,2018,12,13,20,1840.0,36800.0
11,2018,12,13,6,2950.0,17700.0
65,2018,12,13,10,1840.0,18400.0
41,2018,12,13,7,2500.0,17500.0
63,2018,12,13,35,2200.0,77000.0
39,2018,12,13,30,1840.0,55200.0
63,2018,12,13,21,2200.0,46200.0
41,2018,12,13,21,2500.0,52500.0
63,2018,12,13,14,2200.0,30800.0
39,2018,12,13,10,1840.0,18400.0
41,2018,12,13,7,2500.0,17500.0
43,2018,12,13,4,4400.0,17600.0
18,2018,12,13,4,4400.0,17600.0
63,2018,12,13,35,2200.0,77000.0
39,2018,12,13,20,1840.0,36800.0
63,2018,12,13,21,2200.0,46200.0
39,2018,12,13,20,1840.0,36800.0
53,2018,12,13,10,1820.0,18200.0
66,2018,12,13,24,520.0,12480.0
76,2018,12,13,10,1540.0,15400.0
41,2018,12,13,7,2500.0,17500.0
66,2018,12,13,24,520.0,12480.0
76,2018,12,13,40,1540.0,61600.0
65,2018,12,13,40,1840.0,73600.0
39,2018,12,13,40,1840.0,73600.0
4,2018,12,13,24,2850.0,68400.0
46,2018,12,13,28,2460.0,68880.0
76,2018,12,13,40,1540.0,61600.0
63,2018,12,13,28,2200.0,61600.0
10,2018,12,13,28,2460.0,68880.0
39,2018,12,13,40,1840.0,73600.0
65,2018,12,13,40,1840.0,73600.0
76,2018,12,13,30,1540.0,46200.0
39,2018,12,13,20,1840.0,36800.0
10,2018,12,13,21,2460.0,51660.0
46,2018,12,13,21,2460.0,51660.0
63,2018,12,13,28,2200.0,61600.0
41,2018,12,13,21,2500.0,52500.0
39,2018,12,13,30,1840.0,55200.0
63,2018,12,13,21,2200.0,46200.0
41,2018,12,13,21,2500.0,52500.0
65,2018,12,13,30,1840.0,55200.0
39,2018,12,13,40,1840.0,73600.0
63,2018,12,13,35,2200.0,77000.0
41,2018,12,13,35,2500.0,87500.0
4,2018,12,13,30,2850.0,85500.0
53,2018,12,13,200,1800.0,360000.0
46,2018,12,13,35,2460.0,86100.0
41,2018,12,13,35,2500.0,87500.0
63,2018,12,13,35,2200.0,77000.0
41,2018,12,13,35,2500.0,87500.0
63,2018,12,13,70,2200.0,154000.0
39,2018,12,13,50,1840.0,92000.0
76,2018,12,13,50,1540.0,77000.0
43,2018,12,13,4,4400.0,17600.0
18,2018,12,13,4,4400.0,17600.0
63,2018,12,13,21,2200.0,46200.0
41,2018,12,13,21,2500.0,52500.0
10,2018,12,13,14,2460.0,34440.0
46,2018,12,13,21,2460.0,51660.0
53,2018,12,13,30,1840.0,55200.0
65,2018,12,13,20,1840.0,36800.0
76,2018,12,13,30,1540.0,46200.0
63,2018,12,13,35,2200.0,77000.0
41,2018,12,13,35,2500.0,87500.0
63,2018,12,13,35,2200.0,77000.0
39,2018,12,13,10,1840.0,18400.0
11,2018,12,13,12,2950.0,35400.0
63,2018,12,13,35,2200.0,77000.0
11,2018,12,13,6,2950.0,17700.0
57,2018,12,13,5,3350.0,16750.0
63,2018,12,13,28,2200.0,61600.0
53,2018,12,13,30,1840.0,55200.0
53,2018,12,13,20,1840.0,36800.0
63,2018,12,13,35,2200.0,77000.0
46,2018,12,13,8,2050.0,16400.0
63,2018,12,13,70,2200.0,154000.0
10,2018,12,13,7,2460.0,17220.0
41,2018,12,13,7,2500.0,17500.0
41,2018,12,13,280,2500.0,700000.0
65,2018,12,13,10,1840.0,18400.0
10,2018,12,13,49,2460.0,120540.0
1,2018,12,13,40,1840.0,73600.0
63,2018,12,13,280,2200.0,616000.0
66,2018,12,13,240,520.0,124800.0
74,2018,12,13,40,1840.0,73600.0
74,2018,12,13,10,1840.0,18400.0
74,2018,12,13,20,1840.0,36800.0
76,2018,12,13,120,1540.0,184800.0
39,2018,12,13,70,1840.0,128800.0
65,2018,12,13,50,1840.0,92000.0
63,2018,12,13,49,2200.0,107800.0
41,2018,12,13,56,2500.0,140000.0
11,2018,12,13,18,2950.0,53100.0
46,2018,12,17,70,2460.0,172200.0
53,2018,12,17,10,1840.0,18400.0
21,2018,12,17,8,1820.0,14560.0
76,2018,12,17,10,1540.0,15400.0
52,2018,12,17,5,3920.0,19600.0
22,2018,12,17,5,3400.0,17000.0
53,2018,12,17,10,1800.0,18000.0
46,2018,12,17,7,2460.0,17220.0
53,2018,12,17,10,1800.0,18000.0
52,2018,12,17,5,3950.0,19750.0
43,2018,12,17,4,4400.0,17600.0
18,2018,12,17,4,4400.0,17600.0
57,2018,12,17,5,3350.0,16750.0
8,2018,12,17,6,2900.0,17400.0
53,2018,12,17,50,1840.0,92000.0
41,2018,12,17,35,2500.0,87500.0
10,2018,12,17,35,2460.0,86100.0
43,2018,12,17,8,4400.0,35200.0
52,2018,12,17,10,3950.0,39500.0
24,2018,12,17,10,3400.0,34000.0
11,2018,12,17,12,2950.0,35400.0
74,2018,12,17,40,1840.0,73600.0
53,2018,12,17,40,1840.0,73600.0
59,2018,12,17,16,2050.0,32800.0
22,2018,12,17,5,3400.0,17000.0
52,2018,12,17,15,3950.0,59250.0
41,2018,12,17,21,2500.0,52500.0
43,2018,12,17,8,4400.0,35200.0
4,2018,12,17,12,2850.0,34200.0
74,2018,12,18,50,1840.0,92000.0
59,2018,12,18,40,2050.0,82000.0
74,2018,12,18,30,1840.0,55200.0
59,2018,12,18,24,2050.0,49200.0
11,2018,12,18,12,2950.0,35400.0
66,2018,12,18,48,520.0,24960.0
74,2018,12,18,50,1840.0,92000.0
59,2018,12,18,40,2050.0,82000.0
74,2018,12,18,20,1840.0,36800.0
59,2018,12,18,40,2050.0,82000.0
74,2018,12,18,50,1840.0,92000.0
53,2018,12,18,10,1840.0,18400.0
74,2018,12,18,10,1840.0,18400.0
59,2018,12,18,8,2050.0,16400.0
46,2018,12,18,14,2460.0,34440.0
52,2018,12,18,5,3950.0,19750.0
43,2018,12,18,4,4400.0,17600.0
46,2018,12,18,8,2150.0,17200.0
66,2018,12,18,120,520.0,62400.0
74,2018,12,18,50,1840.0,92000.0
59,2018,12,18,40,2050.0,82000.0
41,2018,12,18,14,2500.0,35000.0
41,2018,12,18,14,2500.0,35000.0
53,2018,12,18,200,1800.0,360000.0
74,2018,12,18,30,1840.0,55200.0
46,2018,12,18,14,2460.0,34440.0
59,2018,12,18,80,2050.0,164000.0
46,2018,12,18,7,2460.0,17220.0
41,2018,12,18,35,2500.0,87500.0
4,2018,12,18,30,2850.0,85500.0
53,2018,12,18,50,1800.0,90000.0
74,2018,12,18,50,1840.0,92000.0
10,2018,12,18,35,2460.0,86100.0
74,2018,12,18,40,1840.0,73600.0
59,2018,12,18,24,2050.0,49200.0
10,2018,12,18,14,2460.0,34440.0
4,2018,12,18,12,2850.0,34200.0
59,2018,12,18,16,2050.0,32800.0
10,2018,12,18,14,2460.0,34440.0
74,2018,12,18,100,1840.0,184000.0
53,2018,12,18,50,1800.0,90000.0
59,2018,12,18,56,2050.0,114800.0
46,2018,12,18,28,2460.0,68880.0
10,2018,12,18,28,2460.0,68880.0
74,2018,12,18,20,1840.0,36800.0
59,2018,12,18,8,2050.0,16400.0
74,2018,12,18,100,1840.0,184000.0
46,2018,12,19,35,2460.0,86100.0
74,2018,12,19,50,1840.0,92000.0
76,2018,12,19,10,1540.0,15400.0
74,2018,12,19,150,1840.0,276000.0
43,2018,12,19,12,4400.0,52800.0
66,2018,12,19,240,520.0,124800.0
74,2018,12,19,100,1840.0,184000.0
59,2018,12,19,80,2050.0,164000.0
74,2018,12,20,200,1840.0,368000.0
17,2018,12,20,70,2460.0,172200.0
66,2018,12,20,240,520.0,124800.0
76,2018,12,20,30,1540.0,46200.0
24,2018,12,20,50,3400.0,170000.0
59,2018,12,20,160,2050.0,328000.0
10,2018,12,20,105,2460.0,258300.0
48,2018,12,20,70,2460.0,172200.0
76,2018,12,20,70,1540.0,107800.0
42,2018,12,20,50,3550.0,177500.0
8,2018,12,20,48,2900.0,139200.0
57,2018,12,20,25,3350.0,83750.0
24,2018,12,20,75,3400.0,255000.0
52,2018,12,20,100,3950.0,395000.0
48,2018,12,20,210,2460.0,516600.0
76,2018,12,20,500,1540.0,770000.0
57,2018,12,20,50,3350.0,167500.0
17,2018,12,20,98,2460.0,241080.0
17,2018,12,20,70,2460.0,172200.0
76,2018,12,20,150,1540.0,231000.0
48,2018,12,20,70,2460.0,172200.0
8,2018,12,20,30,2900.0,87000.0
42,2018,12,20,25,3550.0,88750.0
48,2018,12,20,14,2460.0,34440.0
76,2018,12,20,30,1540.0,46200.0
57,2018,12,20,5,3350.0,16750.0
59,2018,12,20,16,2050.0,32800.0
74,2018,12,20,20,1840.0,36800.0
53,2018,12,20,50,1800.0,90000.0
74,2018,12,20,50,1840.0,92000.0
48,2018,12,20,35,2460.0,86100.0
57,2018,12,20,25,3350.0,83750.0
8,2018,12,20,30,2900.0,87000.0
76,2018,12,20,100,1540.0,154000.0
76,2018,12,20,50,1540.0,77000.0
74,2018,12,20,50,1840.0,92000.0
59,2018,12,20,40,2050.0,82000.0
17,2018,12,20,35,2460.0,86100.0
76,2018,12,20,70,1540.0,107800.0
53,2018,12,20,80,1800.0,144000.0
74,2018,12,20,80,1840.0,147200.0
59,2018,12,20,56,2050.0,114800.0
17,2018,12,20,49,2460.0,120540.0
11,2018,12,20,36,2950.0,106200.0
10,2018,12,20,49,2460.0,120540.0
48,2018,12,20,35,2460.0,86100.0
76,2018,12,20,20,1540.0,30800.0
76,2018,12,20,10,1540.0,15400.0
74,2018,12,20,20,1840.0,36800.0
59,2018,12,20,16,2050.0,32800.0
57,2018,12,20,10,3350.0,33500.0
43,2018,12,20,4,4400.0,17600.0
8,2018,12,20,6,2900.0,17400.0
59,2018,12,20,8,2050.0,16400.0
42,2018,12,20,5,3550.0,17750.0
57,2018,12,20,25,3350.0,83750.0
48,2018,12,20,14,2460.0,34440.0
76,2018,12,20,30,1540.0,46200.0
8,2018,12,20,6,2900.0,17400.0
22,2018,12,20,5,3400.0,17000.0
76,2018,12,20,50,1540.0,77000.0
74,2018,12,20,50,1840.0,92000.0
59,2018,12,20,40,2050.0,82000.0
17,2018,12,20,35,2460.0,86100.0
76,2018,12,20,50,1540.0,77000.0
74,2018,12,20,50,1840.0,92000.0
76,2018,12,20,50,1540.0,77000.0
57,2018,12,20,15,3350.0,50250.0
8,2018,12,20,12,2900.0,34800.0
76,2018,12,20,50,1540.0,77000.0
53,2018,12,20,50,1800.0,90000.0
11,2018,12,20,6,2950.0,17700.0
22,2018,12,20,5,3400.0,17000.0
74,2018,12,20,30,1840.0,55200.0
76,2018,12,20,30,1540.0,46200.0
59,2018,12,20,16,2050.0,32800.0
48,2018,12,20,14,2460.0,34440.0
74,2018,12,20,10,1840.0,18400.0
59,2018,12,20,8,2050.0,16400.0
76,2018,12,20,10,1550.0,15500.0
55,2018,12,20,80,2050.0,164000.0
27,2018,12,20,100,1560.0,156000.0
76,2018,12,20,100,1540.0,154000.0
53,2018,12,20,100,1840.0,184000.0
48,2018,12,20,35,2460.0,86100.0
46,2018,12,20,35,2460.0,86100.0
11,2018,12,20,24,2950.0,70800.0
22,2018,12,20,15,3400.0,51000.0
42,2018,12,20,15,3550.0,53250.0
59,2018,12,20,40,2050.0,82000.0
11,2018,12,20,18,2950.0,53100.0
57,2018,12,20,25,3350.0,83750.0
74,2018,12,20,100,1840.0,184000.0
76,2018,12,20,50,1540.0,77000.0
48,2018,12,20,35,2460.0,86100.0
17,2018,12,20,35,2460.0,86100.0
46,2018,12,20,35,2460.0,86100.0
10,2018,12,20,35,2460.0,86100.0
8,2018,12,20,12,2900.0,34800.0
76,2018,12,20,300,1540.0,462000.0
74,2018,12,20,150,1840.0,276000.0
53,2018,12,20,150,1800.0,270000.0
55,2018,12,20,160,2050.0,328000.0
46,2018,12,20,105,2460.0,258300.0
17,2018,12,20,105,2460.0,258300.0
48,2018,12,20,105,2460.0,258300.0
57,2018,12,20,25,3350.0,83750.0
52,2018,12,20,25,3950.0,98750.0
55,2018,12,22,40,2050.0,82000.0
27,2018,12,22,50,1560.0,78000.0
27,2018,12,22,50,1560.0,78000.0
48,2018,12,22,35,2460.0,86100.0
55,2018,12,22,40,2050.0,82000.0
27,2018,12,22,50,1560.0,78000.0
55,2018,12,22,40,2050.0,82000.0
27,2018,12,22,50,1560.0,78000.0
55,2018,12,22,40,2050.0,82000.0
27,2018,12,22,100,1560.0,156000.0
55,2018,12,22,80,2050.0,164000.0
48,2018,12,22,7,2460.0,17220.0
55,2018,12,22,8,2050.0,16400.0
27,2018,12,22,10,1560.0,15600.0
8,2018,12,22,24,2900.0,69600.0
19,2018,12,22,20,2070.0,41400.0
8,2018,12,22,24,2900.0,69600.0
27,2018,12,22,50,1560.0,78000.0
48,2018,12,22,7,2460.0,17220.0
19,2018,12,22,20,2070.0,41400.0
76,2018,12,22,30,1540.0,46200.0
27,2018,12,22,30,1560.0,46800.0
74,2018,12,22,50,1840.0,92000.0
55,2018,12,22,40,2050.0,82000.0
27,2018,12,22,50,1560.0,78000.0
27,2018,12,22,20,1560.0,31200.0
48,2018,12,22,14,2460.0,34440.0
55,2018,12,22,8,2050.0,16400.0
46,2018,12,22,7,2460.0,17220.0
46,2018,12,22,7,2460.0,17220.0
17,2018,12,22,7,2460.0,17220.0
76,2018,12,22,10,1540.0,15400.0
27,2018,12,22,10,1560.0,15600.0
57,2018,12,22,25,3350.0,83750.0
10,2018,12,22,14,2460.0,34440.0
46,2018,12,22,14,2460.0,34440.0
27,2018,12,22,20,1560.0,31200.0
48,2018,12,22,7,2460.0,17220.0
57,2018,12,22,5,3350.0,16750.0
46,2018,12,22,14,2460.0,34440.0
55,2018,12,22,40,2050.0,82000.0
27,2018,12,22,50,1560.0,78000.0
48,2018,12,22,35,2460.0,86100.0
17,2018,12,22,35,2460.0,86100.0
74,2018,12,22,50,1840.0,92000.0
27,2018,12,22,10,1560.0,15600.0
76,2018,12,22,10,1540.0,15400.0
76,2018,12,22,40,1550.0,62000.0
53,2018,12,22,200,1800.0,360000.0
57,2018,12,22,75,3350.0,251250.0
17,2018,12,22,175,2460.0,430500.0
55,2018,12,22,200,2050.0,410000.0
59,2018,12,22,200,2050.0,410000.0
8,2018,12,22,60,2900.0,174000.0
43,2018,12,22,40,4400.0,176000.0
27,2018,12,23,14,2480.0,34720.0
27,2018,12,23,30,1560.0,46800.0
55,2018,12,23,8,2050.0,16400.0
59,2018,12,23,8,2050.0,16400.0
27,2018,12,23,20,1560.0,31200.0
10,2018,12,23,21,2460.0,51660.0
48,2018,12,23,21,2460.0,51660.0
17,2018,12,23,21,2460.0,51660.0
46,2018,12,23,21,2460.0,51660.0
76,2018,12,23,10,1540.0,15400.0
27,2018,12,23,20,1560.0,31200.0
27,2018,12,23,30,1560.0,46800.0
8,2018,12,23,12,2900.0,34800.0
76,2018,12,23,20,1540.0,30800.0
27,2018,12,23,10,1560.0,15600.0
22,2018,12,23,5,3400.0,17000.0
43,2018,12,23,4,4400.0,17600.0
10,2018,12,23,7,2460.0,17220.0
46,2018,12,23,7,2460.0,17220.0
10,2018,12,23,7,2480.0,17360.0
53,2018,12,23,10,1840.0,18400.0
76,2018,12,23,30,1540.0,46200.0
57,2018,12,23,15,3350.0,50250.0
43,2018,12,23,12,4400.0,52800.0
48,2018,12,23,21,2460.0,51660.0
74,2018,12,23,30,1840.0,55200.0
76,2018,12,23,180,1540.0,277200.0
40,2018,12,23,100,1840.0,184000.0
53,2018,12,23,200,1800.0,360000.0
74,2018,12,23,200,1840.0,368000.0
55,2018,12,23,160,2050.0,328000.0
59,2018,12,23,80,2050.0,164000.0
48,2018,12,23,140,2460.0,344400.0
42,2018,12,23,25,3550.0,88750.0
43,2018,12,23,40,4400.0,176000.0
40,2018,12,24,40,1840.0,73600.0
4,2018,12,24,12,2850.0,34200.0
63,2018,12,24,21,2200.0,46200.0
27,2018,12,24,30,1560.0,46800.0
4,2018,12,24,18,2850.0,51300.0
40,2018,12,24,10,1840.0,18400.0
63,2018,12,24,21,2200.0,46200.0
41,2018,12,24,14,2500.0,35000.0
27,2018,12,24,40,1560.0,62400.0
40,2018,12,24,30,1840.0,55200.0
4,2018,12,24,18,2850.0,51300.0
41,2018,12,24,14,2500.0,35000.0
63,2018,12,24,21,2200.0,46200.0
40,2018,12,24,50,1840.0,92000.0
63,2018,12,24,35,2200.0,77000.0
41,2018,12,24,14,2500.0,35000.0
40,2018,12,24,10,1840.0,18400.0
63,2018,12,24,7,2200.0,15400.0
27,2018,12,24,10,1560.0,15600.0
22,2018,12,24,5,3400.0,17000.0
46,2018,12,24,7,2460.0,17220.0
57,2018,12,24,5,3350.0,16750.0
11,2018,12,24,6,2950.0,17700.0
41,2018,12,24,7,2500.0,17500.0
57,2018,12,24,5,3350.0,16750.0
57,2018,12,24,25,3350.0,83750.0
76,2018,12,24,20,1540.0,30800.0
55,2018,12,24,24,2050.0,49200.0
59,2018,12,24,24,2050.0,49200.0
48,2018,12,24,14,2460.0,34440.0
40,2018,12,24,50,1840.0,92000.0
63,2018,12,24,21,2200.0,46200.0
41,2018,12,24,21,2500.0,52500.0
17,2018,12,24,28,2460.0,68880.0
48,2018,12,24,21,2460.0,51660.0
46,2018,12,24,35,2460.0,86100.0
48,2018,12,24,21,2460.0,51660.0
17,2018,12,24,14,2460.0,34440.0
76,2018,12,24,30,1540.0,46200.0
74,2018,12,24,30,1840.0,55200.0
55,2018,12,24,16,2050.0,32800.0
48,2018,12,24,14,2460.0,34440.0
63,2018,12,24,21,2200.0,46200.0
40,2018,12,24,20,1840.0,36800.0
27,2018,12,24,10,1560.0,15600.0
39,2018,12,24,30,1840.0,55200.0
40,2018,12,24,90,1840.0,165600.0
59,2018,12,24,8,2050.0,16400.0
53,2018,12,24,10,1840.0,18400.0
10,2018,12,24,7,2460.0,17220.0
40,2018,12,24,50,1840.0,92000.0
63,2018,12,24,35,2200.0,77000.0
17,2018,12,24,21,2460.0,51660.0
55,2018,12,24,24,2050.0,49200.0
40,2018,12,24,20,1840.0,36800.0
27,2018,12,24,20,1560.0,31200.0
41,2018,12,24,14,2500.0,35000.0
63,2018,12,24,21,2200.0,46200.0
40,2018,12,24,30,1840.0,55200.0
27,2018,12,24,20,1560.0,31200.0
53,2018,12,24,30,1840.0,55200.0
55,2018,12,24,40,2050.0,82000.0
40,2018,12,24,20,1840.0,36800.0
40,2018,12,24,10,1840.0,18400.0
74,2018,12,24,10,1840.0,18400.0
27,2018,12,24,10,1560.0,15600.0
57,2018,12,25,5,3350.0,16750.0
4,2018,12,25,6,2850.0,17100.0
41,2018,12,25,14,2500.0,35000.0
40,2018,12,25,10,1840.0,18400.0
27,2018,12,25,10,1560.0,15600.0
63,2018,12,25,7,2200.0,15400.0
27,2018,12,25,10,1560.0,15600.0
63,2018,12,25,7,2200.0,15400.0
76,2018,12,25,40,1540.0,61600.0
41,2018,12,25,35,2500.0,87500.0
74,2018,12,25,50,1840.0,92000.0
24,2018,12,25,15,3400.0,51000.0
43,2018,12,25,12,4400.0,52800.0
40,2018,12,25,30,1840.0,55200.0
76,2018,12,25,30,1540.0,46200.0
74,2018,12,25,30,1840.0,55200.0
48,2018,12,25,21,2460.0,51660.0
76,2018,12,25,30,1540.0,46200.0
40,2018,12,25,30,1840.0,55200.0
52,2018,12,25,15,3950.0,59250.0
24,2018,12,25,15,3400.0,51000.0
74,2018,12,25,30,1840.0,55200.0
55,2018,12,25,24,2050.0,49200.0
48,2018,12,25,14,2460.0,34440.0
53,2018,12,25,50,1800.0,90000.0
74,2018,12,25,50,1840.0,92000.0
74,2018,12,25,100,1840.0,184000.0
8,2018,12,25,30,2900.0,87000.0
76,2018,12,25,50,1540.0,77000.0
40,2018,12,25,50,1840.0,92000.0
24,2018,12,25,15,3400.0,51000.0
43,2018,12,25,12,4400.0,52800.0
8,2018,12,25,12,2900.0,34800.0
52,2018,12,25,10,3950.0,39500.0
46,2018,12,25,7,2460.0,17220.0
53,2018,12,25,10,1840.0,18400.0
74,2018,12,25,10,1840.0,18400.0
40,2018,12,26,30,1840.0,55200.0
27,2018,12,26,20,1560.0,31200.0
27,2018,12,26,20,1560.0,31200.0
40,2018,12,26,20,1840.0,36800.0
